,lsoa,crime type,percentage
0,E01004768,Other theft,0.056818181818181816
1,E01004768,Robbery,0.011363636363636364
2,E01004768,"Violence 
and 
sexual offences",0.38636363636363635
3,E01004768,Burglary,0.056818181818181816
4,E01004768,Public order,0.022727272727272728
5,E01004768,"Criminal damage 
and 
arson",0.07954545454545454
6,E01004768,"Vehicle 
crime",0.26136363636363635
7,E01004768,"Anti-social 
behaviour",0.09090909090909091
8,E01004768,Shoplifting,0.022727272727272728
9,E01004768,Bicycle theft,0.011363636363636364
10,E01004803,Other theft,0.04285714285714286
11,E01004803,"Violence 
and 
sexual offences",0.24285714285714285
12,E01004803,Burglary,0.14285714285714285
13,E01004803,Public order,0.08571428571428572
14,E01004803,Other crime,0.04285714285714286
15,E01004803,"Criminal damage 
and 
arson",0.1
16,E01004803,"Vehicle 
crime",0.14285714285714285
17,E01004803,"Anti-social 
behaviour",0.18571428571428572
18,E01004803,Drugs,0.014285714285714285
19,E01004804,Other theft,0.09876543209876543
20,E01004804,Robbery,0.012345679012345678
21,E01004804,"Violence 
and 
sexual offences",0.12345679012345678
22,E01004804,Burglary,0.16049382716049382
23,E01004804,Public order,0.04938271604938271
24,E01004804,Other crime,0.06172839506172839
25,E01004804,"Criminal damage 
and 
arson",0.08641975308641975
26,E01004804,"Vehicle 
crime",0.25925925925925924
27,E01004804,"Anti-social 
behaviour",0.1111111111111111
28,E01004804,Drugs,0.037037037037037035
29,E01004807,Other theft,0.05357142857142857
30,E01004807,"Violence 
and 
sexual offences",0.32142857142857145
31,E01004807,Burglary,0.125
32,E01004807,Public order,0.03571428571428571
33,E01004807,Other crime,0.03571428571428571
34,E01004807,"Criminal damage 
and 
arson",0.08928571428571429
35,E01004807,"Vehicle 
crime",0.2857142857142857
36,E01004807,"Anti-social 
behaviour",0.05357142857142857
37,E01004808,Other theft,0.06521739130434782
38,E01004808,"Violence 
and 
sexual offences",0.21739130434782608
39,E01004808,Burglary,0.32608695652173914
40,E01004808,Public order,0.13043478260869565
41,E01004808,"Criminal damage 
and 
arson",0.06521739130434782
42,E01004808,"Vehicle 
crime",0.17391304347826086
43,E01004808,"Anti-social 
behaviour",0.021739130434782608
44,E01004788,"Violence 
and 
sexual offences",0.2127659574468085
45,E01004788,Burglary,0.19148936170212766
46,E01004788,Public order,0.02127659574468085
47,E01004788,Other crime,0.02127659574468085
48,E01004788,"Criminal damage 
and 
arson",0.0851063829787234
49,E01004788,"Vehicle 
crime",0.2765957446808511
50,E01004788,"Anti-social 
behaviour",0.1702127659574468
51,E01004788,"Possession 
of 
weapons",0.02127659574468085
52,E01004790,Other theft,0.09844559585492228
53,E01004790,Robbery,0.010362694300518135
54,E01004790,"Violence 
and 
sexual offences",0.24352331606217617
55,E01004790,Burglary,0.08808290155440414
56,E01004790,Public order,0.08290155440414508
57,E01004790,Other crime,0.010362694300518135
58,E01004790,"Criminal damage 
and 
arson",0.06217616580310881
59,E01004790,"Vehicle 
crime",0.09326424870466321
60,E01004790,"Anti-social 
behaviour",0.15544041450777202
61,E01004790,Shoplifting,0.13989637305699482
62,E01004790,Drugs,0.0051813471502590676
63,E01004790,"Possession 
of 
weapons",0.0051813471502590676
64,E01004790,"Theft 
from the person",0.0051813471502590676
65,E01004805,Other theft,0.11594202898550725
66,E01004805,"Violence 
and 
sexual offences",0.21739130434782608
67,E01004805,Burglary,0.13043478260869565
68,E01004805,Public order,0.028985507246376812
69,E01004805,Other crime,0.028985507246376812
70,E01004805,"Criminal damage 
and 
arson",0.11594202898550725
71,E01004805,"Vehicle 
crime",0.2753623188405797
72,E01004805,"Anti-social 
behaviour",0.07246376811594203
73,E01004805,"Possession 
of 
weapons",0.014492753623188406
74,E01004806,Other theft,0.026785714285714284
75,E01004806,Robbery,0.008928571428571428
76,E01004806,"Violence 
and 
sexual offences",0.23214285714285715
77,E01004806,Burglary,0.07142857142857142
78,E01004806,Public order,0.11607142857142858
79,E01004806,Other crime,0.026785714285714284
80,E01004806,"Criminal damage 
and 
arson",0.08928571428571429
81,E01004806,"Vehicle 
crime",0.16964285714285715
82,E01004806,"Anti-social 
behaviour",0.125
83,E01004806,Shoplifting,0.11607142857142858
84,E01004806,Bicycle theft,0.017857142857142856
85,E01004810,Other theft,0.06756756756756757
86,E01004810,Robbery,0.013513513513513514
87,E01004810,"Violence 
and 
sexual offences",0.28378378378378377
88,E01004810,Burglary,0.0945945945945946
89,E01004810,Public order,0.013513513513513514
90,E01004810,Other crime,0.02702702702702703
91,E01004810,"Criminal damage 
and 
arson",0.14864864864864866
92,E01004810,"Vehicle 
crime",0.17567567567567569
93,E01004810,"Anti-social 
behaviour",0.12162162162162163
94,E01004810,Bicycle theft,0.013513513513513514
95,E01004810,Drugs,0.04054054054054054
96,E01004769,Other theft,0.024390243902439025
97,E01004769,"Violence 
and 
sexual offences",0.34146341463414637
98,E01004769,Burglary,0.0975609756097561
99,E01004769,Public order,0.1951219512195122
100,E01004769,"Criminal damage 
and 
arson",0.036585365853658534
101,E01004769,"Vehicle 
crime",0.13414634146341464
102,E01004769,"Anti-social 
behaviour",0.15853658536585366
103,E01004769,"Possession 
of 
weapons",0.012195121951219513
104,E01004770,Other theft,0.03278688524590164
105,E01004770,"Violence 
and 
sexual offences",0.3114754098360656
106,E01004770,Burglary,0.04918032786885246
107,E01004770,Public order,0.06557377049180328
108,E01004770,Other crime,0.03278688524590164
109,E01004770,"Criminal damage 
and 
arson",0.11475409836065574
110,E01004770,"Vehicle 
crime",0.19672131147540983
111,E01004770,"Anti-social 
behaviour",0.18032786885245902
112,E01004770,"Possession 
of 
weapons",0.01639344262295082
113,E01004771,Other theft,0.0736196319018405
114,E01004771,Robbery,0.012269938650306749
115,E01004771,"Violence 
and 
sexual offences",0.10429447852760736
116,E01004771,Burglary,0.13496932515337423
117,E01004771,Public order,0.09202453987730061
118,E01004771,Other crime,0.018404907975460124
119,E01004771,"Criminal damage 
and 
arson",0.08588957055214724
120,E01004771,"Vehicle 
crime",0.2822085889570552
121,E01004771,"Anti-social 
behaviour",0.1165644171779141
122,E01004771,Shoplifting,0.04294478527607362
123,E01004771,Drugs,0.006134969325153374
124,E01004771,"Possession 
of 
weapons",0.012269938650306749
125,E01004771,"Theft 
from the person",0.018404907975460124
126,E01004773,Other theft,0.06989247311827956
127,E01004773,Robbery,0.016129032258064516
128,E01004773,"Violence 
and 
sexual offences",0.3010752688172043
129,E01004773,Burglary,0.05913978494623656
130,E01004773,Public order,0.10752688172043011
131,E01004773,Other crime,0.021505376344086023
132,E01004773,"Criminal damage 
and 
arson",0.08064516129032258
133,E01004773,"Vehicle 
crime",0.16666666666666666
134,E01004773,"Anti-social 
behaviour",0.15591397849462366
135,E01004773,Drugs,0.010752688172043012
136,E01004773,"Possession 
of 
weapons",0.005376344086021506
137,E01004773,"Theft 
from the person",0.005376344086021506
138,E01004809,Other theft,0.03398058252427184
139,E01004809,Robbery,0.0048543689320388345
140,E01004809,"Violence 
and 
sexual offences",0.27184466019417475
141,E01004809,Burglary,0.07281553398058252
142,E01004809,Public order,0.07281553398058252
143,E01004809,Other crime,0.009708737864077669
144,E01004809,"Criminal damage 
and 
arson",0.13592233009708737
145,E01004809,"Vehicle 
crime",0.1796116504854369
146,E01004809,"Anti-social 
behaviour",0.19902912621359223
147,E01004809,Shoplifting,0.0048543689320388345
148,E01004809,Drugs,0.009708737864077669
149,E01004809,"Theft 
from the person",0.0048543689320388345
150,E01004777,Other theft,0.08695652173913043
151,E01004777,Robbery,0.010869565217391304
152,E01004777,"Violence 
and 
sexual offences",0.2826086956521739
153,E01004777,Burglary,0.06521739130434782
154,E01004777,Public order,0.125
155,E01004777,Other crime,0.043478260869565216
156,E01004777,"Criminal damage 
and 
arson",0.10326086956521739
157,E01004777,"Vehicle 
crime",0.09782608695652174
158,E01004777,"Anti-social 
behaviour",0.11413043478260869
159,E01004777,Shoplifting,0.059782608695652176
160,E01004777,Bicycle theft,0.005434782608695652
161,E01004777,Drugs,0.005434782608695652
162,E01004881,Other theft,0.034334763948497854
163,E01004881,Robbery,0.008583690987124463
164,E01004881,"Violence 
and 
sexual offences",0.41630901287553645
165,E01004881,Burglary,0.03862660944206009
166,E01004881,Public order,0.16738197424892703
167,E01004881,Other crime,0.02145922746781116
168,E01004881,"Criminal damage 
and 
arson",0.09871244635193133
169,E01004881,"Vehicle 
crime",0.07296137339055794
170,E01004881,"Anti-social 
behaviour",0.12875536480686695
171,E01004881,Drugs,0.008583690987124463
172,E01004881,"Theft 
from the person",0.004291845493562232
173,E01004888,Other theft,0.057971014492753624
174,E01004888,"Violence 
and 
sexual offences",0.34782608695652173
175,E01004888,Burglary,0.11594202898550725
176,E01004888,Public order,0.14492753623188406
177,E01004888,Other crime,0.014492753623188406
178,E01004888,"Criminal damage 
and 
arson",0.057971014492753624
179,E01004888,"Vehicle 
crime",0.10144927536231885
180,E01004888,"Anti-social 
behaviour",0.10144927536231885
181,E01004888,Drugs,0.014492753623188406
182,E01004888,"Possession 
of 
weapons",0.028985507246376812
183,E01004888,"Theft 
from the person",0.014492753623188406
184,E01004889,Other theft,0.034013605442176874
185,E01004889,Robbery,0.006802721088435374
186,E01004889,"Violence 
and 
sexual offences",0.4013605442176871
187,E01004889,Burglary,0.02040816326530612
188,E01004889,Public order,0.12244897959183673
189,E01004889,Other crime,0.027210884353741496
190,E01004889,"Criminal damage 
and 
arson",0.1564625850340136
191,E01004889,"Vehicle 
crime",0.08163265306122448
192,E01004889,"Anti-social 
behaviour",0.12244897959183673
193,E01004889,Bicycle theft,0.006802721088435374
194,E01004889,Drugs,0.02040816326530612
195,E01004890,Other theft,0.03812316715542522
196,E01004890,Robbery,0.011730205278592375
197,E01004890,"Violence 
and 
sexual offences",0.26392961876832843
198,E01004890,Burglary,0.05278592375366569
199,E01004890,Public order,0.14076246334310852
200,E01004890,Other crime,0.017595307917888565
201,E01004890,"Criminal damage 
and 
arson",0.11730205278592376
202,E01004890,"Vehicle 
crime",0.04398826979472141
203,E01004890,"Anti-social 
behaviour",0.2316715542521994
204,E01004890,Shoplifting,0.05865102639296188
205,E01004890,Drugs,0.008797653958944282
206,E01004890,"Possession 
of 
weapons",0.005865102639296188
207,E01004890,"Theft 
from the person",0.008797653958944282
208,E01004766,Other theft,0.10902255639097744
209,E01004766,Robbery,0.022556390977443608
210,E01004766,"Violence 
and 
sexual offences",0.17669172932330826
211,E01004766,Burglary,0.06766917293233082
212,E01004766,Public order,0.10150375939849623
213,E01004766,Other crime,0.015037593984962405
214,E01004766,"Criminal damage 
and 
arson",0.09774436090225563
215,E01004766,"Vehicle 
crime",0.12406015037593984
216,E01004766,"Anti-social 
behaviour",0.10902255639097744
217,E01004766,Shoplifting,0.14285714285714285
218,E01004766,Bicycle theft,0.0037593984962406013
219,E01004766,Drugs,0.0037593984962406013
220,E01004766,"Possession 
of 
weapons",0.018796992481203006
221,E01004766,"Theft 
from the person",0.007518796992481203
222,E01004767,Other theft,0.04013377926421405
223,E01004767,Robbery,0.010033444816053512
224,E01004767,"Violence 
and 
sexual offences",0.24414715719063546
225,E01004767,Burglary,0.08695652173913043
226,E01004767,Public order,0.12709030100334448
227,E01004767,Other crime,0.020066889632107024
228,E01004767,"Criminal damage 
and 
arson",0.0903010033444816
229,E01004767,"Vehicle 
crime",0.12374581939799331
230,E01004767,"Anti-social 
behaviour",0.12709030100334448
231,E01004767,Shoplifting,0.11371237458193979
232,E01004767,Drugs,0.010033444816053512
233,E01004767,"Possession 
of 
weapons",0.006688963210702341
234,E01004772,Other theft,0.04878048780487805
235,E01004772,"Violence 
and 
sexual offences",0.33170731707317075
236,E01004772,Burglary,0.08292682926829269
237,E01004772,Public order,0.1073170731707317
238,E01004772,Other crime,0.04390243902439024
239,E01004772,"Criminal damage 
and 
arson",0.07317073170731707
240,E01004772,"Vehicle 
crime",0.06341463414634146
241,E01004772,"Anti-social 
behaviour",0.2
242,E01004772,Drugs,0.04390243902439024
243,E01004772,"Theft 
from the person",0.004878048780487805
244,E01004774,Other theft,0.04794520547945205
245,E01004774,"Violence 
and 
sexual offences",0.3356164383561644
246,E01004774,Burglary,0.04794520547945205
247,E01004774,Public order,0.1232876712328767
248,E01004774,Other crime,0.0136986301369863
249,E01004774,"Criminal damage 
and 
arson",0.0958904109589041
250,E01004774,"Vehicle 
crime",0.1917808219178082
251,E01004774,"Anti-social 
behaviour",0.1095890410958904
252,E01004774,Bicycle theft,0.00684931506849315
253,E01004774,Drugs,0.0136986301369863
254,E01004774,"Possession 
of 
weapons",0.00684931506849315
255,E01004774,"Theft 
from the person",0.00684931506849315
256,E01004824,Other theft,0.07746478873239436
257,E01004824,Robbery,0.028169014084507043
258,E01004824,"Violence 
and 
sexual offences",0.28169014084507044
259,E01004824,Burglary,0.028169014084507043
260,E01004824,Public order,0.24647887323943662
261,E01004824,Other crime,0.014084507042253521
262,E01004824,"Criminal damage 
and 
arson",0.056338028169014086
263,E01004824,"Vehicle 
crime",0.08450704225352113
264,E01004824,"Anti-social 
behaviour",0.18309859154929578
265,E01004785,Other theft,0.019230769230769232
266,E01004785,"Violence 
and 
sexual offences",0.3525641025641026
267,E01004785,Burglary,0.07051282051282051
268,E01004785,Public order,0.14743589743589744
269,E01004785,Other crime,0.038461538461538464
270,E01004785,"Criminal damage 
and 
arson",0.1282051282051282
271,E01004785,"Vehicle 
crime",0.05128205128205128
272,E01004785,"Anti-social 
behaviour",0.16666666666666666
273,E01004785,Shoplifting,0.00641025641025641
274,E01004785,Drugs,0.01282051282051282
275,E01004785,"Theft 
from the person",0.00641025641025641
276,E01004786,Other theft,0.11851851851851852
277,E01004786,Robbery,0.014814814814814815
278,E01004786,"Violence 
and 
sexual offences",0.1925925925925926
279,E01004786,Burglary,0.05185185185185185
280,E01004786,Public order,0.05185185185185185
281,E01004786,"Criminal damage 
and 
arson",0.06666666666666667
282,E01004786,"Vehicle 
crime",0.08888888888888889
283,E01004786,"Anti-social 
behaviour",0.3925925925925926
284,E01004786,Shoplifting,0.022222222222222223
285,E01004789,Other theft,0.05263157894736842
286,E01004789,Robbery,0.039473684210526314
287,E01004789,"Violence 
and 
sexual offences",0.2894736842105263
288,E01004789,Burglary,0.18421052631578946
289,E01004789,Public order,0.05263157894736842
290,E01004789,Other crime,0.02631578947368421
291,E01004789,"Criminal damage 
and 
arson",0.06578947368421052
292,E01004789,"Vehicle 
crime",0.19736842105263158
293,E01004789,"Anti-social 
behaviour",0.06578947368421052
294,E01004789,Drugs,0.013157894736842105
295,E01004789,"Possession 
of 
weapons",0.013157894736842105
296,E01004791,Other theft,0.05
297,E01004791,"Violence 
and 
sexual offences",0.16666666666666666
298,E01004791,Burglary,0.1
299,E01004791,Public order,0.08333333333333333
300,E01004791,Other crime,0.016666666666666666
301,E01004791,"Criminal damage 
and 
arson",0.03333333333333333
302,E01004791,"Vehicle 
crime",0.21666666666666667
303,E01004791,"Anti-social 
behaviour",0.3333333333333333
304,E01004792,Other theft,0.1
305,E01004792,Robbery,0.02
306,E01004792,"Violence 
and 
sexual offences",0.4
307,E01004792,Burglary,0.18
308,E01004792,Public order,0.02
309,E01004792,Other crime,0.02
310,E01004792,"Criminal damage 
and 
arson",0.04
311,E01004792,"Vehicle 
crime",0.12
312,E01004792,"Anti-social 
behaviour",0.1
313,E01004779,Other theft,0.038461538461538464
314,E01004779,"Violence 
and 
sexual offences",0.33653846153846156
315,E01004779,Burglary,0.15384615384615385
316,E01004779,Public order,0.08653846153846154
317,E01004779,Other crime,0.04807692307692308
318,E01004779,"Criminal damage 
and 
arson",0.11538461538461539
319,E01004779,"Vehicle 
crime",0.11538461538461539
320,E01004779,"Anti-social 
behaviour",0.09615384615384616
321,E01004779,Bicycle theft,0.009615384615384616
322,E01004781,Other theft,0.09109730848861283
323,E01004781,Robbery,0.012422360248447204
324,E01004781,"Violence 
and 
sexual offences",0.2028985507246377
325,E01004781,Burglary,0.06832298136645963
326,E01004781,Public order,0.10973084886128365
327,E01004781,Other crime,0.018633540372670808
328,E01004781,"Criminal damage 
and 
arson",0.08695652173913043
329,E01004781,"Vehicle 
crime",0.06625258799171843
330,E01004781,"Anti-social 
behaviour",0.13043478260869565
331,E01004781,Shoplifting,0.18426501035196688
332,E01004781,Bicycle theft,0.006211180124223602
333,E01004781,Drugs,0.008281573498964804
334,E01004781,"Possession 
of 
weapons",0.006211180124223602
335,E01004781,"Theft 
from the person",0.008281573498964804
336,E01004882,Other theft,0.03125
337,E01004882,Robbery,0.025
338,E01004882,"Violence 
and 
sexual offences",0.30625
339,E01004882,Burglary,0.075
340,E01004882,Public order,0.075
341,E01004882,Other crime,0.03125
342,E01004882,"Criminal damage 
and 
arson",0.1375
343,E01004882,"Vehicle 
crime",0.05625
344,E01004882,"Anti-social 
behaviour",0.24375
345,E01004882,"Possession 
of 
weapons",0.01875
346,E01004883,Other theft,0.08280254777070063
347,E01004883,Robbery,0.006369426751592357
348,E01004883,"Violence 
and 
sexual offences",0.28662420382165604
349,E01004883,Burglary,0.10191082802547771
350,E01004883,Public order,0.06369426751592357
351,E01004883,Other crime,0.050955414012738856
352,E01004883,"Criminal damage 
and 
arson",0.12738853503184713
353,E01004883,"Vehicle 
crime",0.07006369426751592
354,E01004883,"Anti-social 
behaviour",0.1592356687898089
355,E01004883,Shoplifting,0.012738853503184714
356,E01004883,Drugs,0.025477707006369428
357,E01004883,"Possession 
of 
weapons",0.012738853503184714
358,E01004884,Other theft,0.06956521739130435
359,E01004884,"Violence 
and 
sexual offences",0.3130434782608696
360,E01004884,Burglary,0.13043478260869565
361,E01004884,Public order,0.043478260869565216
362,E01004884,Other crime,0.017391304347826087
363,E01004884,"Criminal damage 
and 
arson",0.05217391304347826
364,E01004884,"Vehicle 
crime",0.20869565217391303
365,E01004884,"Anti-social 
behaviour",0.1565217391304348
366,E01004884,Shoplifting,0.008695652173913044
367,E01004864,Other theft,0.09417040358744394
368,E01004864,Robbery,0.008968609865470852
369,E01004864,"Violence 
and 
sexual offences",0.242152466367713
370,E01004864,Burglary,0.04035874439461883
371,E01004864,Public order,0.16143497757847533
372,E01004864,Other crime,0.026905829596412557
373,E01004864,"Criminal damage 
and 
arson",0.09417040358744394
374,E01004864,"Vehicle 
crime",0.15246636771300448
375,E01004864,"Anti-social 
behaviour",0.09865470852017937
376,E01004864,Shoplifting,0.06278026905829596
377,E01004864,Bicycle theft,0.004484304932735426
378,E01004864,Drugs,0.004484304932735426
379,E01004864,"Possession 
of 
weapons",0.008968609865470852
380,E01004867,Other theft,0.11188811188811189
381,E01004867,"Violence 
and 
sexual offences",0.26573426573426573
382,E01004867,Burglary,0.16083916083916083
383,E01004867,Public order,0.0979020979020979
384,E01004867,Other crime,0.013986013986013986
385,E01004867,"Criminal damage 
and 
arson",0.1048951048951049
386,E01004867,"Vehicle 
crime",0.11188811188811189
387,E01004867,"Anti-social 
behaviour",0.1048951048951049
388,E01004867,Shoplifting,0.013986013986013986
389,E01004867,Drugs,0.013986013986013986
390,E01004921,Other theft,0.0410958904109589
391,E01004921,Robbery,0.0136986301369863
392,E01004921,"Violence 
and 
sexual offences",0.2191780821917808
393,E01004921,Burglary,0.07534246575342465
394,E01004921,Public order,0.10273972602739725
395,E01004921,Other crime,0.02054794520547945
396,E01004921,"Criminal damage 
and 
arson",0.1095890410958904
397,E01004921,"Vehicle 
crime",0.22602739726027396
398,E01004921,"Anti-social 
behaviour",0.1780821917808219
399,E01004921,Shoplifting,0.00684931506849315
400,E01004921,Drugs,0.00684931506849315
401,E01004924,Other theft,0.07407407407407407
402,E01004924,Robbery,0.014814814814814815
403,E01004924,"Violence 
and 
sexual offences",0.2814814814814815
404,E01004924,Burglary,0.11851851851851852
405,E01004924,Public order,0.08148148148148149
406,E01004924,Other crime,0.007407407407407408
407,E01004924,"Criminal damage 
and 
arson",0.08148148148148149
408,E01004924,"Vehicle 
crime",0.14814814814814814
409,E01004924,"Anti-social 
behaviour",0.15555555555555556
410,E01004924,Shoplifting,0.007407407407407408
411,E01004924,Drugs,0.014814814814814815
412,E01004924,"Theft 
from the person",0.014814814814814815
413,E01004925,Other theft,0.0449438202247191
414,E01004925,"Violence 
and 
sexual offences",0.21348314606741572
415,E01004925,Burglary,0.19101123595505617
416,E01004925,Public order,0.011235955056179775
417,E01004925,Other crime,0.0449438202247191
418,E01004925,"Criminal damage 
and 
arson",0.10112359550561797
419,E01004925,"Vehicle 
crime",0.2808988764044944
420,E01004925,"Anti-social 
behaviour",0.10112359550561797
421,E01004925,Shoplifting,0.011235955056179775
422,E01004778,Other theft,0.03508771929824561
423,E01004778,"Violence 
and 
sexual offences",0.2631578947368421
424,E01004778,Burglary,0.17543859649122806
425,E01004778,Public order,0.12280701754385964
426,E01004778,Other crime,0.07017543859649122
427,E01004778,"Criminal damage 
and 
arson",0.10526315789473684
428,E01004778,"Vehicle 
crime",0.07017543859649122
429,E01004778,"Anti-social 
behaviour",0.12280701754385964
430,E01004778,Bicycle theft,0.017543859649122806
431,E01004778,"Possession 
of 
weapons",0.017543859649122806
432,E01004780,Other theft,0.05813953488372093
433,E01004780,Robbery,0.005813953488372093
434,E01004780,"Violence 
and 
sexual offences",0.27906976744186046
435,E01004780,Burglary,0.12790697674418605
436,E01004780,Public order,0.12209302325581395
437,E01004780,Other crime,0.01744186046511628
438,E01004780,"Criminal damage 
and 
arson",0.08139534883720931
439,E01004780,"Vehicle 
crime",0.13953488372093023
440,E01004780,"Anti-social 
behaviour",0.1569767441860465
441,E01004780,Drugs,0.005813953488372093
442,E01004780,"Possession 
of 
weapons",0.005813953488372093
443,E01004782,Other theft,0.05747126436781609
444,E01004782,"Violence 
and 
sexual offences",0.4482758620689655
445,E01004782,Burglary,0.05747126436781609
446,E01004782,Public order,0.11494252873563218
447,E01004782,Other crime,0.034482758620689655
448,E01004782,"Criminal damage 
and 
arson",0.08045977011494253
449,E01004782,"Vehicle 
crime",0.06896551724137931
450,E01004782,"Anti-social 
behaviour",0.13793103448275862
451,E01004783,Other theft,0.07920792079207921
452,E01004783,Robbery,0.009900990099009901
453,E01004783,"Violence 
and 
sexual offences",0.22772277227722773
454,E01004783,Burglary,0.15841584158415842
455,E01004783,Public order,0.0594059405940594
456,E01004783,Other crime,0.0297029702970297
457,E01004783,"Criminal damage 
and 
arson",0.13861386138613863
458,E01004783,"Vehicle 
crime",0.1782178217821782
459,E01004783,"Anti-social 
behaviour",0.10891089108910891
460,E01004783,"Theft 
from the person",0.009900990099009901
461,E01004802,Other theft,0.07092198581560284
462,E01004802,"Violence 
and 
sexual offences",0.34397163120567376
463,E01004802,Burglary,0.024822695035460994
464,E01004802,Public order,0.12056737588652482
465,E01004802,Other crime,0.028368794326241134
466,E01004802,"Criminal damage 
and 
arson",0.06382978723404255
467,E01004802,"Vehicle 
crime",0.05673758865248227
468,E01004802,"Anti-social 
behaviour",0.2765957446808511
469,E01004802,Bicycle theft,0.0035460992907801418
470,E01004802,Drugs,0.0035460992907801418
471,E01004802,"Possession 
of 
weapons",0.0070921985815602835
472,E01004926,Other theft,0.06153846153846154
473,E01004926,Robbery,0.005128205128205128
474,E01004926,"Violence 
and 
sexual offences",0.4256410256410256
475,E01004926,Burglary,0.03076923076923077
476,E01004926,Public order,0.11794871794871795
477,E01004926,Other crime,0.010256410256410256
478,E01004926,"Criminal damage 
and 
arson",0.11794871794871795
479,E01004926,"Vehicle 
crime",0.035897435897435895
480,E01004926,"Anti-social 
behaviour",0.17435897435897435
481,E01004926,Shoplifting,0.010256410256410256
482,E01004926,Bicycle theft,0.005128205128205128
483,E01004926,Drugs,0.005128205128205128
484,E01004927,Other theft,0.04186795491143317
485,E01004927,Robbery,0.011272141706924315
486,E01004927,"Violence 
and 
sexual offences",0.2898550724637681
487,E01004927,Burglary,0.057971014492753624
488,E01004927,Public order,0.15458937198067632
489,E01004927,Other crime,0.020933977455716585
490,E01004927,"Criminal damage 
and 
arson",0.12560386473429952
491,E01004927,"Vehicle 
crime",0.04186795491143317
492,E01004927,"Anti-social 
behaviour",0.17391304347826086
493,E01004927,Shoplifting,0.06763285024154589
494,E01004927,Bicycle theft,0.001610305958132045
495,E01004927,Drugs,0.004830917874396135
496,E01004927,"Possession 
of 
weapons",0.004830917874396135
497,E01004927,"Theft 
from the person",0.00322061191626409
498,E01004929,Other theft,0.04292929292929293
499,E01004929,Robbery,0.010101010101010102
500,E01004929,"Violence 
and 
sexual offences",0.3282828282828283
501,E01004929,Burglary,0.05555555555555555
502,E01004929,Public order,0.1388888888888889
503,E01004929,Other crime,0.017676767676767676
504,E01004929,"Criminal damage 
and 
arson",0.13131313131313133
505,E01004929,"Vehicle 
crime",0.09848484848484848
506,E01004929,"Anti-social 
behaviour",0.15151515151515152
507,E01004929,Shoplifting,0.010101010101010102
508,E01004929,Bicycle theft,0.0025252525252525255
509,E01004929,Drugs,0.0025252525252525255
510,E01004929,"Possession 
of 
weapons",0.010101010101010102
511,E01004820,Other theft,0.06958762886597938
512,E01004820,Robbery,0.01804123711340206
513,E01004820,"Violence 
and 
sexual offences",0.29381443298969073
514,E01004820,Burglary,0.08247422680412371
515,E01004820,Public order,0.12886597938144329
516,E01004820,Other crime,0.03350515463917526
517,E01004820,"Criminal damage 
and 
arson",0.11855670103092783
518,E01004820,"Vehicle 
crime",0.04381443298969072
519,E01004820,"Anti-social 
behaviour",0.18814432989690721
520,E01004820,Shoplifting,0.010309278350515464
521,E01004820,Drugs,0.002577319587628866
522,E01004820,"Possession 
of 
weapons",0.007731958762886598
523,E01004820,"Theft 
from the person",0.002577319587628866
524,E01004825,Other theft,0.04709141274238227
525,E01004825,Robbery,0.024930747922437674
526,E01004825,"Violence 
and 
sexual offences",0.3268698060941828
527,E01004825,Burglary,0.04709141274238227
528,E01004825,Public order,0.10803324099722991
529,E01004825,Other crime,0.019390581717451522
530,E01004825,"Criminal damage 
and 
arson",0.08310249307479224
531,E01004825,"Vehicle 
crime",0.08587257617728532
532,E01004825,"Anti-social 
behaviour",0.16620498614958448
533,E01004825,Shoplifting,0.08310249307479224
534,E01004825,Drugs,0.002770083102493075
535,E01004825,"Possession 
of 
weapons",0.002770083102493075
536,E01004825,"Theft 
from the person",0.002770083102493075
537,E01004826,Other theft,0.05813953488372093
538,E01004826,Robbery,0.015503875968992248
539,E01004826,"Violence 
and 
sexual offences",0.4069767441860465
540,E01004826,Burglary,0.04263565891472868
541,E01004826,Public order,0.08139534883720931
542,E01004826,Other crime,0.031007751937984496
543,E01004826,"Criminal damage 
and 
arson",0.10465116279069768
544,E01004826,"Vehicle 
crime",0.08527131782945736
545,E01004826,"Anti-social 
behaviour",0.1744186046511628
546,E01004865,Other theft,0.056818181818181816
547,E01004865,Robbery,0.011363636363636364
548,E01004865,"Violence 
and 
sexual offences",0.26704545454545453
549,E01004865,Burglary,0.11931818181818182
550,E01004865,Public order,0.11363636363636363
551,E01004865,Other crime,0.028409090909090908
552,E01004865,"Criminal damage 
and 
arson",0.1534090909090909
553,E01004865,"Vehicle 
crime",0.09659090909090909
554,E01004865,"Anti-social 
behaviour",0.13636363636363635
555,E01004865,Shoplifting,0.005681818181818182
556,E01004865,Bicycle theft,0.005681818181818182
557,E01004865,"Possession 
of 
weapons",0.005681818181818182
558,E01004866,Other theft,0.060324825986078884
559,E01004866,Robbery,0.01160092807424594
560,E01004866,"Violence 
and 
sexual offences",0.2877030162412993
561,E01004866,Burglary,0.06264501160092807
562,E01004866,Public order,0.12993039443155452
563,E01004866,Other crime,0.03248259860788863
564,E01004866,"Criminal damage 
and 
arson",0.09280742459396751
565,E01004866,"Vehicle 
crime",0.06728538283062645
566,E01004866,"Anti-social 
behaviour",0.17633410672853828
567,E01004866,Shoplifting,0.058004640371229696
568,E01004866,Bicycle theft,0.004640371229698376
