,Unnamed: 0,beds,bed_type,bed_score,rating,price,Latitude,Longitude,name,host_id,crime,bus,room,total
351,351,1,Real Bed,1,98,98.21428571,53.48577,-2.22145,Amazing ensuite Room !!BEST LOCATION!!,17761845,86.61095983,99.34067604,100,206.7251219
352,352,1,Real Bed,1,98,99.48979592,53.48713,-2.22183,Attractive room in city centre !!BEST LOCATION!!,17761845,86.61095983,89.26873357,100,198.1046183
353,353,1,Real Bed,1,99,90.56122449,53.40596,-2.26656,*Large Garden-View Room Near Manchester Airport,83062725,35.69776047,100,100,252.3148294
354,354,1,Real Bed,1,97,89.28571429,53.465,-2.26588,Spacious double-Central location-En-suite,559263,112.9453733,100,100,171.0501308
355,355,1,Real Bed,1,97,98.21428571,53.48586,-2.3031,"Double Room - Media City /  Salford Royal, Salford",98343721,45.64631667,69.25115092,100,215.1645464
356,356,1,Real Bed,1,96,93.1122449,53.47894,-2.26619,Private Double Bedroom.,107459251,69.63989338,100,100,214.5334575
357,357,1,Real Bed,1,98,91.83673469,53.48565,-2.23177,Double bedroom in large modern duplex apartment,12569755,86.61095983,100,100,201.1212594
358,358,1,Real Bed,1,98,96.93877551,53.47163,-2.16929,Light airy single room,113411516,169.1254553,65.22179409,100,91.17441197
359,359,1,Real Bed,1,99,89.28571429,53.44769,-2.1998,Home away from home - large double room,34647814,71.98073013,69.02618912,100,184.4678615
360,360,1,Real Bed,1,99,94.89795918,53.37556,-2.27077,Ideal for Manchester Airport-1 mile (15/20walk),113679375,58.5209188,76.37418998,100,210.6237181
361,361,1,Real Bed,1,83,94.3877551,53.44327,-2.19732,Dbl Room in Victorian house + great transport link,3081546,49.1575718,100,100,203.5410521
362,362,1,Real Bed,1,99,90.56122449,53.37849,-2.2659,Beautiful Family home,113848280,36.86817885,100,100,251.1561152
363,363,1,Real Bed,1,95,98.21428571,53.46001,-2.2894,Comfy room in Old trafford,48609970,143.3762511,100,100,147.0961329
364,364,1,Real Bed,1,97,97.95918367,53.45634,-2.21263,"Large Double room,  clean and good atmosphere.",2972350,100.0707712,67.73520413,100,160.6549081
365,365,1,Real Bed,1,100,96.42857143,53.44995,-2.23404,Charming double close to Platt Fields park,36542849,84.85533227,57.0627888,100,168.636028
366,366,1,Real Bed,1,100,95.40816327,53.43984,-2.27429,Cosy Double bedroom in Vibrant Chorlton,3232522,29.84566859,62.64123403,100,228.2037287
367,367,1,Real Bed,1,83,89.28571429,53.35893,-2.19166,Butterfly Studio annex,115351680,5.266882692,100,100,235.7356302
368,368,1,Real Bed,1,99,95.66326531,53.48474,-2.29261,Reservoir Digs Double Room UpsideDownHouse Salford,73196906,77.24761282,74.22499916,100,190.7142451
369,369,1,Real Bed,1,100,95.66326531,53.47134,-2.27867,Private Room in Salford Quays area,66456374,69.63989338,50.11556474,100,176.1389367
370,370,1,Real Bed,1,97,93.36734694,53.4622,-2.21483,"Cozy Room close to MRI, Mcr Uni oxford Rd & city",1951424,89.53700577,100,100,197.7154309
371,371,1,Real Bed,1,99,95.66326531,53.60294,-2.31351,Double room with big en suite bathroom & breakfast,64927788,44.47589829,51.17152787,100,200.3353059
372,372,1,Real Bed,1,96,92.09183673,53.4666,-2.25259,Great for Manchester double room,23852041,62.03217393,100,100,220.8572763
373,373,1,Real Bed,1,100,98.7244898,53.48627,-2.2214,Brand new ensuite in City centre Manchester,117141838,86.61095983,80.16631478,100,192.2798447
374,374,1,Real Bed,1,89,96.93877551,53.45863,-2.2319,Double room 10m walk from the University,106599520,141.6206235,100,100,138.2331553
375,375,1,Real Bed,1,96,95.66326531,53.52244,-2.47043,Double Bed in country home close to Manc & Bolton,116216018,35.69776047,100,100,249.5668846
376,376,1,Real Bed,1,87,95.66326531,53.47183,-2.25805,Home away from home,117678223,96.55951603,89.83785554,100,164.3791962
377,377,1,Real Bed,1,99,94.3877551,53.42553,-2.18517,Cosy double bedroom in family home.,59698095,57.93570962,33.507884,100,168.2603302
378,378,1,Real Bed,1,96,97.70408163,53.47295,-2.15705,Spare room needs a sleep buddy,18936794,98.31514359,100,100,191.4133805
379,379,1,Real Bed,1,97,89.28571429,53.48441,-2.24795,"Dbl bedroom - 100m from Deansgate, 5min MCR Arena",11238175,290.2637573,100,100,0
380,380,1,Real Bed,1,95,96.68367347,53.42717,-2.21186,Double bedroom,79314823,73.73635769,91.20985065,100,203.4493081
381,381,1,Real Bed,1,95,97.44897959,53.50482,-2.18861,Crystal house,86752251,578.771887,76.27143641,100,0
382,382,1,Real Bed,1,95,96.42857143,53.48514,-2.2609,Double Drop-n-Go.FREE PARKING2.Touching the Centre,101251315,112.3601641,51.77790672,100,129.0539983
383,383,1,Real Bed,1,100,90.56122449,53.39458,-2.2428,Rudy's Place,119953548,28.67525021,100,100,261.8859743
384,384,1,Real Bed,1,95,97.70408163,53.50234,-2.2131,Little room in a peaceful house,91064884,127.575603,65.96615992,100,129.2899066
385,385,1,Real Bed,1,98,93.1122449,53.36883,-2.25358,71 Shadowmoss Road -Single bed,120256713,74.90677607,100,100,213.8413595
386,386,1,Real Bed,1,99,91.83673469,53.55473,-2.63417,Large En-suite Double Room Close To Wigan Centre,120517266,46.81673504,100,100,242.5697997
387,387,1,Real Bed,1,80,95.91836735,53.39505,-2.04474,Self contained bedsit,119725863,19.89711239,68.43171944,100,195.5623795
388,388,1,Real Bed,1,98,94.3877551,53.55324,-2.63563,Private Room Near Park - 2 Mins To Wigan Centre,120517266,46.81673504,100,100,242.6195997
389,389,1,Real Bed,1,98,93.62244898,53.45199,-2.22629,Brand new House,69416014,161.5177359,44.62786506,100,75.19792658
390,390,1,Real Bed,1,96,99.48979592,53.48467,-2.2257,Brand new spacious room in City Centre Manchester,117141838,86.61095983,36.11337795,100,143.0325255
391,391,1,Real Bed,1,96,95.66326531,53.39838,-2.15658,Cosy Basement close to Airport & City,71543020,35.11255128,100,100,250.1286855
392,392,1,Real Bed,1,100,93.1122449,53.57895,-2.42033,King size room,4698541,70.81031175,100,100,222.3019331
393,393,1,Real Bed,1,98,98.46938776,53.46224,-2.25525,Cosy single room near city centre,36022934,52.66882692,53.89275989,100,195.6994543
394,394,1,Real Bed,1,98,94.89795918,53.46035,-2.26123,Small room in shared house,14242283,45.06110748,45.78708956,100,191.7114624
395,395,1,Real Bed,1,100,75.25510204,53.48438,-2.29647,Single Room Salford Quays / 豪华双人卧室 / 싱글 �?73535097,45.64631667,100,100,229.6087854,
396,396,1,Real Bed,1,98,75.25510204,53.44325,-2.28485,* Lush Central Chorlton Pad *,45689564,12.87460214,85.43817751,100,242.8623039
397,397,1,Real Bed,1,99,96.93877551,53.44123,-2.22506,"Independent EN-SUITE + FREE(Breakfast, Parking)",123867759,134.5981132,54.8738088,100,116.0423264
398,398,1,Real Bed,1,98,94.3877551,53.48401,-2.2555,Double Bedroom City Centre,69517670,112.3601641,100,100,178.3870392
399,399,1,Real Bed,1,93,84.43877551,53.39811,-2.05765,Oakfield Lodge Guest House,124179267,33.35692372,100,100,233.5061222
400,400,1,Real Bed,1,90,91.83673469,53.46167,-2.1803,Comfortable Room close to the City centre & Shops,124401495,88.95179658,100,100,182.5964443
401,401,1,Real Bed,1,96,99.48979592,53.48737,-2.22,Amazing location in city centre double room x 1,17761845,86.61095983,100,100,204.3636826
402,402,1,Real Bed,1,98,95.15306122,53.55092,-2.64203,Double room in centre of wigan,124827734,19.89711239,72.03930143,100,242.3493453
403,403,1,Real Bed,1,99,92.09183673,53.49123,-2.35284,Large Private Cosy Double bedroom,56628648,46.81673504,100,100,242.8223507
404,404,1,Real Bed,1,100,99.48979592,53.48718,-2.22002,Beautiful stay in city centre Manchester,117141838,86.61095983,100,100,212.8788361
405,405,1,Real Bed,1,98,91.83673469,53.48276,-2.2923,Stylish & Cozy room close to main attractions,18382148,77.24761282,83.20167847,100,193.8349843
406,406,1,Real Bed,1,100,89.28571429,53.46328,-2.22216,Large double bedroom by University,100622866,361.6592782,100,100,0
407,407,1,Real Bed,1,90,95.15306122,53.46742,-2.24983,Comfort east view double room,22646922,62.03217393,100,100,209.8087986
408,408,1,Real Bed,1,98,89.79591837,53.48999,-2.23855,Stunning 8th Floor City Center Apartment,125655077,47.40194423,100,100,237.5460947
409,409,1,Real Bed,1,95,94.89795918,53.40335,-2.2642,"BEAUTIFUL, BRIGHT AND AIRY DOUBLE ROOM",83062725,35.69776047,36.52994317,100,185.9436348
410,410,1,Real Bed,1,100,95.66326531,53.42259,-2.22951,"Spacious, comfortable room in Didsbury",14482260,36.28296966,100,100,259.3802956
411,411,1,Real Bed,1,95,96.93877551,53.50033,-2.17471,"Clean,comfy double room close to city/ transport",71543020,53.25403611,100,100,231.5005024
412,412,1,Real Bed,1,100,96.17346939,53.45037,-2.28468,"Comfortable, homely single room in leafy Chorlton",25352335,52.66882692,43.8540016,100,187.3586441
413,413,1,Real Bed,1,94,95.66326531,53.46644,-2.26099,Spacious Double room with private bathroom,50767101,96.55951603,65.56496228,100,154.7885889
414,414,1,Real Bed,1,90,96.68367347,53.43377,-2.20101,warm welcome Double Room,127665297,69.05468419,100,100,204.8660904
415,415,1,Real Bed,1,100,95.66326531,53.53423,-2.27048,"Charming victorian house,Manchester (private room)",23941550,43.30547991,96.83073692,100,249.1885223
416,416,1,Real Bed,1,98,97.44897959,53.44862,-2.189,Well furnished private space with use of home,127859646,55.00966368,100,100,237.5905296
417,417,1,Real Bed,1,100,94.3877551,53.42141,-2.2112,Lovely Room in beautiful burnage female only,69814833,69.63989338,100,100,224.7478617
418,418,1,Real Bed,1,97,86.73469388,53.41573,-2.31221,Private room in Edwardian house,20773808,14.04502051,47.15651808,100,213.2508057
419,419,1,Real Bed,1,80,96.93877551,53.44389,-2.19032,Light double attic room in central Levenshulme,28250415,100.0707712,100,100,157.4944035
420,420,1,Real Bed,1,93,86.73469388,53.41467,-2.31262,Loft room with TV and en-suite bathroom,20773808,14.04502051,38.32025508,100,196.2392335
421,421,1,Real Bed,1,100,96.93877551,53.46202,-2.2334,Cosy room Manchester,123944421,184.3408942,64.32457177,100,76.92245305
422,422,1,Real Bed,1,91,94.89795918,53.48358,-2.34783,"Cuzy teddy room, peace, quite",128905522,63.7878015,100,100,210.3102435
423,423,1,Real Bed,1,96,97.70408163,53.49568,-2.0759,Cosy double room close to Tameside hospital,64201477,91.29263333,93.47928125,100,191.8951004
424,424,1,Real Bed,1,99,97.44897959,53.43285,-2.2015,Warm Welcome Single Room,127665297,69.05468419,100,100,226.1103524
425,425,1,Real Bed,1,99,96.42857143,53.52598,-2.14985,Double bedroom 15 minutes away from Victoria,2414551,34.52734209,78.68113128,100,238.176537
426,426,1,Real Bed,1,95,95.66326531,53.43342,-2.25467,Chilled Home,129272502,72.56593932,51.84452309,100,166.1947566
427,427,1,Airbed,0.8,98,96.42857143,53.50779,-2.25918,Cosy room,129581849,45.06110748,84.87941631,80,211.9219427
428,428,1,Real Bed,1,99,92.09183673,53.48104,-2.23137,King bed + bathroom next to Manchester Piccadilly,73558795,86.61095983,85.00131747,100,188.5773724
429,429,1,Real Bed,1,95,91.83673469,53.48734,-2.25425,En-suite bedroom close to city centre,87630443,98.90035278,100,100,183.2895628
430,430,1,Real Bed,1,93,96.42857143,53.44308,-2.19362,Double Bedroom Levenshulme,129740440,100.0707712,100,100,182.6127543
431,431,1,Real Bed,1,99,90.81632653,53.47632,-2.24008,Comfy Double. Very CENTRAL (M1). Historic. WiFi.,86911839,290.2637573,100,100,0.547043572
432,432,1,Real Bed,1,98,95.91836735,53.58113,-2.28654,Private bedroom in Bury,123051798,49.1575718,31.16295811,100,174.3652786
433,433,1,Real Bed,1,100,93.62244898,53.44351,-2.19929,Room with private bathroom. Very near to Swamy’s.,48613239,49.1575718,100,100,244.4648772
434,434,1,Real Bed,1,99,93.87755102,53.42829,-2.23531,Double Bedroom with en-suite shower room.,120246807,46.23152585,100,100,245.1695649
435,435,1,Real Bed,1,99,94.3877551,53.47847,-2.26415,Cosy room close to Manchester and Salford Uni,24280225,69.63989338,96.07384804,100,218.6134927
436,436,1,Real Bed,1,96,90.81632653,53.48354,-2.23146,Central paradise-home away from home,130860148,86.61095983,100,100,196.037152
437,437,1,Real Bed,1,93,95.66326531,53.49185,-2.32103,Double Room with breakfast SalfordRoyal/Media city,131167734,182.0000575,100,100,105.7067833
438,438,1,Real Bed,1,98,96.42857143,53.49157,-2.32015,Single Room with breakfast SalfordRoyal/MediaCity,131167734,182.0000575,100,100,112.1399437
439,439,1,Real Bed,1,91,93.1122449,53.50198,-2.2252,Double Bedroom,129079788,58.5209188,100,100,213.4781067
440,440,1,Real Bed,1,97,95.66326531,53.47345,-2.17127,Home away from home.,127067715,169.1254553,100,100,122.7416757
441,441,1,Real Bed,1,100,82.90816327,53.48048,-2.23162,Perfect location,53070424,290.2637573,100,100,0
442,442,1,Real Bed,1,94,98.97959184,53.43468,-2.25451,Home Away from Home,129272502,72.56593932,47.67074033,100,163.6393293
443,443,1,Real Bed,1,97,92.09183673,53.48085,-2.2305,King bed + en-suite next to Manchester Piccadilly,73558795,86.61095983,92.76802689,100,192.3014367
444,444,1,Real Bed,1,95,97.44897959,53.41836,-2.23363,Lovely room in Didsbury Village.,13565716,92.46305171,80.63230237,100,176.3373187
445,445,1,Real Bed,1,80,94.64285714,53.45274,-2.2253,Double Modern room close to Uni and center.,75375192,161.5177359,65.6484488,100,79.01885604
446,446,1,Real Bed,1,97,95.66326531,53.45707,-2.21889,Private Room with Double Bed with Desktop Netflix,92088083,251.0547417,100,100,43.27026793
447,447,1,Real Bed,1,90,94.13265306,53.50682,-2.25891,Clean private room,129581849,45.06110748,64.35061137,100,192.0799413
448,448,1,Real Bed,1,98,96.93877551,53.40198,-2.35425,Handy stopover in WA14 with breakfast,15796870,39.79422479,100,100,252.0016597
449,449,1,Real Bed,1,88,92.60204082,53.4453,-2.29919,Stretford Salutations 2,133930052,37.45338803,100,100,224.5308144
450,450,1,Real Bed,1,100,88.7755102,53.48927,-2.23217,"Modern ensuite room, Manchester city centre",93137715,47.40194423,100,100,241.373566
451,451,1,Real Bed,1,85,93.1122449,53.49358,-2.22229,"Room 9 - Females, Families and Couple only",134737859,47.40194423,58.80361125,100,173.8368251
452,452,1,Real Bed,1,91,96.93877551,53.4672,-2.24172,Cosy Guest Room nr. City/UNI (monthly discount),3916243,92.46305171,100,100,186.0729087
453,453,1,Real Bed,1,90,91.83673469,53.46466,-2.21892,Double bedroom near Manchester city center,75076442,89.53700577,100,100,182.069756
454,454,1,Real Bed,1,94,96.93877551,53.44505,-2.29951,Stretford Salutations 1,133930052,29.2604594,100,100,251.6176171
455,455,1,Real Bed,1,98,94.3877551,53.44435,-2.19924,Light attic bedroom with private shower room,21364293,124.0643479,100,100,166.9169391
456,456,1,Real Bed,1,95,96.68367347,53.48178,-2.29528,"Large double bedroom, Salford near Media City",135609574,77.24761282,100,100,208.4642576
457,457,1,Real Bed,1,100,91.83673469,53.59175,-2.23642,Home from Home,88991774,25.16399509,100,100,266.6727396
458,458,1,Real Bed,1,100,86.73469388,53.44819,-2.36565,Comfortable Luxurious Double Bedroom and Cosy Home,89482500,17.55627564,100,100,269.1784182
459,459,1,Real Bed,1,86,94.64285714,53.4652,-2.25924,En-Suit Double Room by the Edge of City Center,43852474,62.03217393,100,100,200.0451876
460,460,1,Real Bed,1,96,95.15306122,53.49763,-2.26459,City centre house,120728123,153.9100165,100,100,135.593323
461,461,1,Real Bed,1,100,95.66326531,53.4447,-2.22881,"Comfortable double bedroom in Fallowfield, MCR",76701138,88.36658739,54.95172888,100,162.2484068
462,462,1,Real Bed,1,92,93.1122449,53.48327,-2.25519,Rm6 (for1) EgertonArms just 500m to Deansgate,91329147,112.3601641,100,100,166.2919143
463,463,1,Real Bed,1,94,97.19387755,53.4821,-2.29643,Nice cosy double bedroom near Media City,135609574,77.24761282,100,100,206.7494888
464,464,1,Real Bed,1,98,95.15306122,53.37098,-2.27034,NEW furnished room 4mins from airport.,137131823,58.5209188,59.91598935,100,192.6171691
465,465,1,Real Bed,1,95,95.66326531,53.47817,-2.22081,CityView Balcony Room near Piccadilly 5min to tram,104490296,86.61095983,100,100,198.5996902
466,466,1,Real Bed,1,95,89.28571429,53.47836,-2.21823,Ensuite with views of Manchester,72111015,86.61095983,100,100,192.5410167
467,467,1,Real Bed,1,100,94.3877551,53.47965,-2.23353,City Centre Boutique Bedroom ,10972420,290.2637573,100,100,4.123997836
468,468,1,Real Bed,1,96,96.93877551,53.57229,-2.40644,Double bedroom with attached cloakroom,139046515,23.99357671,100,100,262.0273908
469,469,1,Real Bed,1,95,97.70408163,53.40783,-2.13905,Small but comfy room in the house,139416643,25.16399509,100,100,258.9130822
470,470,1,Real Bed,1,96,91.83673469,53.45351,-2.22616,"Friendly, spacious stay just outside city centre",140129804,161.5177359,78.75249868,100,104.7086376
471,471,1,Real Bed,1,97,94.3877551,53.39082,-2.2763,"Fina's casa, less than 10 mins from airport.",140751199,34.52734209,100,100,252.0646006
472,472,1,Real Bed,1,100,93.1122449,53.45575,-2.41286,Double bed in a handy location in G.Manchester,137087347,23.40836752,66.48219513,100,236.1860725
473,473,1,Real Bed,1,88,95.91836735,53.51596,-2.21204,The 951.,8624087,179.0740115,100,100,102.8230331
474,474,1,Real Bed,1,96,92.34693878,53.51338,-2.17696,Double room in luxury city apartment,141399007,19.31190321,77.73033616,100,240.7347569
475,475,1,Real Bed,1,100,93.1122449,53.4021,-2.26326,Private access - self-contained - isolation space,142172890,35.69776047,26.96476634,100,184.3792508
476,476,1,Real Bed,1,100,97.70408163,53.44975,-2.3093,Double room,142549446,75.49198526,82.8382472,100,205.0503436
477,477,1,Real Bed,1,100,92.09183673,53.46897,-2.2494,Double Room short walk from City Centre,31102498,192.5338229,89.477737,100,89.03575087
478,478,1,Real Bed,1,99,88.01020408,53.47699,-2.25572,"Double room + bathroom in Castlefield, City Centre",142856703,96.55951603,100,100,189.5361812
479,479,1,Real Bed,1,99,96.93877551,53.44797,-2.30823,Warm Bright Attic Room in Lovely Victorian House,127887064,75.49198526,83.2676183,100,202.6672645
480,480,1,Real Bed,1,99,93.62244898,53.43676,-2.18529,Bright and Comfy Home - Private Room,810028,47.98715342,100,100,243.1789426
484,484,1,Real Bed,1,92,96.68367347,53.45765,-2.23041,"Double room next to large park, MRI, & University",106599520,141.6206235,100,100,142.658006
485,485,1,Real Bed,1,99,95.66326531,53.42797,-2.23681,Lovely bright en-suite bedroom with breakfast,118468600,46.23152585,58.54924994,100,205.9011795
486,486,1,Real Bed,1,100,97.44897959,53.55439,-2.4113,Bedroom with double bed.,13089980,72.56593932,100,100,224.8830403
487,487,1,Real Bed,1,95,96.17346939,53.47478,-2.07176,Tidy Single Room,97655997,29.2604594,100,100,253.5673595
488,488,1,Real Bed,1,93,93.1122449,53.47611,-2.06871,Spacious King Sized Bedroom,97655997,29.2604594,100,100,245.3821605
489,489,1,Real Bed,1,83,93.1122449,53.48322,-2.25538,Rm1 (for1) EgertonArms just 500m to Deansgate,91329147,112.3601641,100,100,150.0242271
490,490,1,Real Bed,1,98,95.66326531,53.42465,-2.31694,Glorious King-sized bedroom with private en-suite,8000266,46.81673504,100,100,243.8695997
491,491,1,Real Bed,1,98,94.3877551,53.37001,-2.25339,71 shadowmoss road- Double bed.,120256713,74.90677607,100,100,215.0913595
492,492,1,Real Bed,1,100,85.45918367,53.37175,-2.36879,Comfort Double Ensuite,11483160,13.45981132,85.88833482,100,257.8877072
493,493,1,Real Bed,1,99,95.66326531,53.41675,-2.07897,Number 21,31333545,11.70418376,100,100,281.1194907
494,494,1,Real Bed,1,100,92.09183673,53.48426,-2.24786,Central double bedroom with own bathroom,119264841,290.2637573,100,100,1.828079469
495,495,1,Real Bed,1,97,96.68367347,53.397,-2.17306,Cozy room. Easy 2 city centre / hospital / airport,56149131,14.04502051,65.14322793,100,240.3484245
496,496,1,Real Bed,1,98,96.17346939,53.45056,-2.23436,Bright en suite double bedroom with secure parking,56800617,84.85533227,49.64202423,100,157.7409581
497,497,1,Real Bed,1,100,86.73469388,53.41813,-2.29659,S. Manchester Room with Private Lounge + Bathroom,84751605,15.80064808,59.4508362,100,230.384882
498,498,1,Real Bed,1,90,96.93877551,53.50069,-2.17466,"Clean,comfy double room close to city/transport",71543020,53.25403611,83.71795561,100,204.6624255
499,499,1,Real Bed,1,95,96.93877551,53.50069,-2.17466,"Clean, comfy single room close to city/transport",71543020,53.25403611,83.71795561,100,216.0325603
500,500,1,Real Bed,1,92,88.01020408,53.47269,-2.24212,MCR City Centre.Oxford Rd St.Private bed&bathroom,19128558,290.2637573,98.71863925,100,0
501,501,1,Real Bed,1,96,89.54081633,53.48775,-2.23289,Double room & bathroom in modern City Centre Apt,107947784,47.40194423,100,100,232.4533172
502,502,1,Real Bed,1,100,82.90816327,53.64742,-2.30388,Stylish double room with bathroom in Ramsbottom,148262376,21.06753077,100,100,261.8406325
503,503,1,Real Bed,1,85,95.40816327,53.45376,-2.22549,"Small room, good location close 2 main road&center",75375192,161.5177359,100,100,113.8068633
504,504,1,Real Bed,1,100,95.66326531,53.41664,-2.29472,Cosy spacious double room with king size bed,132741884,57.35050043,60.28013405,100,198.5928989
505,505,1,Real Bed,1,92,90.81632653,53.4872,-2.24536,Private dbl room in quiet townhouse in city centre,148986257,180.2444299,100,100,101.7261449
506,506,1,Real Bed,1,93,97.70408163,53.5171,-2.23215,Comfy & quiet single bedroom/great transport links,149415805,92.46305171,57.3348344,100,151.1955538
507,507,1,Real Bed,1,99,93.1122449,53.48885,-2.22121,Comfy Room with desk & tv 5 mins to City Centre,149406296,47.40194423,100,100,243.2531977
508,508,1,Real Bed,1,100,93.1122449,53.42971,-2.17363,Comfy and cosy double room in Victorian terrace,16172814,11.11897457,100,100,281.9932703
509,509,1,Real Bed,1,83,96.93877551,53.43661,-2.22477,Cosy Private single Bedroom with 24/7 Buses,149671637,53.25403611,100,100,202.2583337
510,510,1,Real Bed,1,100,95.15306122,53.45132,-2.26538,Stylish double room in quiet house,149674107,27.50483184,42.47968582,100,210.1279152
511,511,1,Real Bed,1,94,97.19387755,53.46766,-2.19207,Cute little boxroom in small terraced house.,19387499,83.0997047,100,100,201.2485225
512,512,1,Real Bed,1,99,86.73469388,53.46116,-2.29205,Bridget busy bee,149955964,143.3762511,73.55999514,100,115.7492536
513,513,1,Real Bed,1,99,94.3877551,53.41669,-2.23326,Delightful Double Room Didsbury,42507507,92.46305171,98.79477861,100,198.7122872
514,514,1,Real Bed,1,89,98.21428571,53.44505,-2.19071,Cosy single attic room in up & coming Levenshulme,28250415,100.0707712,100,100,176.347728
515,515,1,Real Bed,1,98,95.15306122,53.42731,-2.22294,Private double room in suburb of Manchester,98674269,39.2090156,26.38682196,100,178.6842502
516,516,1,Real Bed,1,93,94.3877551,53.42436,-2.24543,The Belfry room 3,64503048,42.72027073,60.53045224,100,197.344081
517,517,1,Real Bed,1,93,97.70408163,53.48933,-2.26457,Double Bedroom next to Manchester Center,20788384,112.3601641,45.10881564,100,121.3210419
518,518,1,Real Bed,1,95,93.1122449,53.48465,-2.23405,Double bed + bathroom in Manchester City Centre.,73558795,86.61095983,100,100,196.1762208
519,519,1,Real Bed,1,99,96.42857143,53.48488,-2.30335,"Large Double Room Media City/Salford Royal,Salford",98343721,45.64631667,76.70235649,100,225.2097651
520,520,1,Real Bed,1,95,94.3877551,53.47499,-2.28865,MediaCity Short-Term Dble Room & Private Bathroom,151526916,69.63989338,100,100,213.5104686
521,521,1,Real Bed,1,93,94.3877551,53.48938,-2.23421,Apartament  City centre,31456146,47.40194423,52.60746205,100,185.6217438
522,522,1,Real Bed,1,98,95.66326531,53.5923,-2.26636,Bury house (private room with private bathroom),104287694,82.51449551,70.38830805,100,179.8663363
523,523,1,Real Bed,1,92,93.62244898,53.48455,-2.23531,Double bed + bathroom in Manchester City Centre,73558795,86.61095983,84.31335086,100,176.0188528
524,524,1,Real Bed,1,99,96.93877551,53.47955,-2.14648,Large Double Room in newly built Townhouse,106906726,106.5080722,100,100,188.5263963
525,525,1,Real Bed,1,91,91.83673469,53.46719,-2.24979,"Nice and Clean room ,easy walk to city centre",152563966,62.03217393,100,100,209.1221503
526,526,1,Real Bed,1,89,95.66326531,53.45459,-2.23104,Private Room near MMU university & MRI hospital.,78471777,76.66240363,42.88833204,100,144.0813824
527,527,1,Real Bed,1,88,92.09183673,53.48794,-2.23442,Double room & bathroom at flowery city centre apt,107947784,47.40194423,100,100,215.3271054
528,528,1,Real Bed,1,94,93.1122449,53.46935,-2.22733,Single Room in Manchester (Female guest only ),153140774,149.2283429,82.31678993,100,118.6286504
529,529,1,Real Bed,1,98,95.66326531,53.52838,-2.26944,Private room next to Heaton Park,25421134,24.5787859,100,100,265.6627898
530,530,1,Real Bed,1,97,89.28571429,53.39352,-2.24926,Double Room + Ensuite near Manchester Airport,27376788,73.73635769,100,100,209.0828759
531,531,1,Real Bed,1,85,86.73469388,53.48361,-2.23635,Stunning double bed room. 2 min Picadilly Gardens,153362805,86.61095983,100,100,170.1051739
532,532,1,Real Bed,1,88,93.36734694,53.48759,-2.23319,Double room + bathroom in lovely city centre apt,107947784,47.40194423,100,100,216.4495544
533,533,1,Real Bed,1,100,90.56122449,53.53835,-2.42922,a quiet area.,153637390,73.73635769,100,100,216.8248668
534,534,1,Real Bed,1,97,93.1122449,53.47833,-2.24154,"M1 City Centre, Clean and Private Double Bedroom",112572148,290.2637573,100,100,2.763033003
535,535,1,Real Bed,1,97,94.3877551,53.46419,-2.2672,Cosy 1 private room near Old Trafford - Deansgate,95549150,112.9453733,100,100,175.9991104
536,536,1,Real Bed,1,93,96.93877551,53.46024,-2.17398,Low Priced Single Bedroom Near City Centre,116884333,132.2572765,75.87254813,100,130.7152638
537,537,1,Real Bed,1,100,78.31632653,53.4733,-2.24284,Zzzsleeeeep - Modern Quiet Luxury inc Parking!,26596492,290.2637573,100,100,0
538,538,1,Real Bed,1,97,97.44897959,53.36844,-2.25331,Shadowmoss Road.Single bed.,120256713,74.90677607,100,100,215.8659374
539,539,1,Real Bed,1,98,96.93877551,53.45148,-2.26135,"South Manchester, double bedroom in modern house",3598005,54.42445449,35.119131,100,174.080783
540,540,1,Real Bed,1,93,92.09183673,53.43203,-2.15127,"Lovely room, private bathroom, breakfast",155240517,16.38585727,31.62553604,100,192.8183094
541,541,1,Real Bed,1,92,95.66326531,53.43652,-2.22579,"furnished1 bedroom double bed,30min to the airport",155276318,53.25403611,100,100,223.0164909
542,542,1,Real Bed,1,100,88.01020408,53.47351,-2.28173,Double bedroom,35191584,69.63989338,100,100,218.3703107
543,543,1,Real Bed,1,100,95.66326531,53.42892,-2.18138,Little n lovely,156173310,46.81673504,56.38461702,100,205.2311473
544,544,1,Real Bed,1,100,95.66326531,53.50215,-2.22476,Single bedroom,129079788,58.5209188,100,100,237.1423465
545,545,1,Real Bed,1,98,97.44897959,53.43971,-2.19886,"Good sized room in a comfortable, friendly house.",68726162,49.1575718,100,100,243.3255796
546,546,1,Real Bed,1,100,95.91836735,53.44677,-2.18313,Comfortable Double Room in Levenshulme,4528289,65.54342906,62.92375103,100,193.2986893
547,547,1,Real Bed,1,97,94.3877551,53.48623,-2.25904,"Room in spacious, sunny flat - edge of city centre",5426103,112.3601641,41.00489159,100,119.3415081
548,548,1,Real Bed,1,99,89.28571429,53.4802,-2.28726,Luxury home near City centre & Salford quays,31227817,84.27012308,100,100,202.9654353
549,549,1,Real Bed,1,100,77.80612245,53.45422,-2.26296,Fabulous double room in period home,7961074,54.42445449,64.50436591,100,187.8860339
550,550,1,Real Bed,1,99,96.42857143,53.42241,-2.30217,"Double room in stylish Terrace, 5 miles to Airport",51237193,18.72669402,52.00472355,100,227.4095349
